repository,repository_split,transfer_origin,task,task_claim,proposed_accepted_rate_mean,proposed_improvement_depth_mean,best_baseline_variant,best_baseline_comparable_to_verified_config,best_baseline_accepted_rate_mean,best_baseline_improvement_depth_mean,accepted_rate_margin_vs_best_baseline,accepted_rate_margin_ci_lower,accepted_rate_margin_ci_upper,paired_accepted_rate_margin_mean,improvement_depth_margin,improvement_depth_margin_ci_lower,improvement_depth_margin_ci_upper,paired_improvement_depth_margin_mean,accepted_rate_ci_win,improvement_depth_ci_win,accepted_rate_powered_win,improvement_depth_powered_win,deterministic_not_powered,proposed_accepted_rate_ci_lower,proposed_accepted_rate_ci_upper,proposed_improvement_depth_ci_lower,proposed_improvement_depth_ci_upper,depth_margin_vs_agent_loop,depth_margin_vs_ci_only,safety_win_over_no_rollback,unsafe_acceptance_seen_without_broad_gate,unseen_transfer_success,external_transfer_success,external_code_transfer_success,capability_transfer_success,outcome
capability_algorithm_synthesis_repo,capability_unseen,algorithm_synthesis,capability_algorithm_synthesis,Capability transfer succeeds when the loop synthesizes the reusable run_length_encode primitive for algorithm_synthesis.,0.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,tie_or_frontier_match
