repository,repository_split,transfer_origin,task,task_description,task_claim,variant,family,trial_count,exit_success_rate,accepted_count_mean,rejected_count_mean,accepted_rate_mean,accepted_rate_variance,accepted_rate_ci_lower,accepted_rate_ci_upper,regression_gate_failures_mean,rollback_success_rate,improvement_depth_mean,improvement_depth_variance,improvement_depth_ci_lower,improvement_depth_ci_upper,cost_proxy_seconds_mean,changed_files_count_mean,capability_delta_score_mean,solved_new_tasks_mean,hidden_transfer_mean,operator_reuse_mean,failure_residue_count_mean,quarantine_exploration_count_mean,quarantine_failure_residue_count_mean,full_test_required,comparable_to_verified_config,seed_registry,full_test_success_rate,full_test_command
capability_algorithm_synthesis_repo,capability_unseen,algorithm_synthesis,capability_algorithm_synthesis,Measure executable algorithm_synthesis repair with public and hidden counterexamples.,Capability transfer succeeds when the loop synthesizes the reusable run_length_encode primitive for algorithm_synthesis.,verified_closed_loop,proposed,20,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.73775,0.0,0.4449000000000002,0.0,0.0,2.0,1.0,2.0,2.0,True,True,"54953139e464,f94105bd7f9f,534f062a72d9,98db3e237edf,e5b24dbcc159,b0d9b3bc2166,1861f5fce4d2,59fdabbd12a0,adfd83f6b8d6,6d62278557e9,bffff412ba31,e5f0f4e11ea2,6081d426cf91,f6e76ceea80a,7fd329ee2456,4b9ac1f8e56d,de1414fe7a48,6421db3d6e47,f10ce3844d3d,191f68142a88",0.0,python -m pytest -q
